id,task,win,startf,posx_mean,posx_std,posy_mean,posy_std,eyex_mean,eyex_std,eyey_mean,eyey_std,eyexpos_corr,eyeypos_corr,path_total,path_speed,path_speed_sd,straightness,
206,2,28,44651,16.8756,16.7852,4.9881,8.2458,46.0198,7.6639,29.7741,3.9496,0.46258,0.093354,6.2686,0.62686,0.094659,1.0265,
206,2,29,44801,15.5602,30.3887,6.5826,8.2878,45.1809,11.8562,29.9763,3.6011,0.75273,0.14987,7.6986,0.76986,0.12581,1.0477,
206,2,30,44951,6.0393,34.3227,4.6932,8.2831,45.2185,14.5864,26.5364,4.1066,0.75622,-0.16667,8.5494,0.85494,0.12863,1.6708,
206,2,31,45101,-7.9727,25.9401,7.208,4.9735,40.4275,13.4398,26.56,5.1154,0.69265,-0.67463,9.2373,0.92373,0.18115,1.0933,
206,2,32,45251,-10.9973,24.5834,5.8522,7.4999,41.6591,13.6242,30.2271,5.6452,0.48927,-0.17266,6.7009,0.67009,0.36732,1.0317,
206,2,33,45401,1.732,30.2761,0.51149,8.7363,51.6352,17.1314,30.5586,5.9498,0.6237,-0.483,3.8968,0.38968,0.10171,1.1192,
206,2,34,45551,-11.891,33.8442,3.9143,8.46,45.515,19.2214,28.3336,5.5959,0.79415,-0.42603,6.1601,0.61601,0.17783,1.051,
206,2,35,45701,-7.4239,37.0469,5.8152,5.947,49.1065,19.2846,26.4984,4.2886,0.73585,-0.3485,6.8205,0.68205,0.16262,1.2164,
206,2,36,45851,21.5369,25.9763,1.6327,5.4225,51.0442,15.4984,25.8906,2.9698,0.2382,-0.19159,6.144,0.6144,0.25672,1.1912,
206,2,37,46001,26.4764,16.852,-0.33532,8.6031,44.57,10.8388,28.3884,5.214,0.61874,0.59159,7.3232,0.73232,0.32207,1.0595,
206,2,38,46151,18.8156,17.9797,-0.85657,9.1054,46.512,11.593,29.0905,6.1959,0.66647,0.5371,10.7285,1.0728,0.33735,1.0109,
206,2,39,46301,16.2354,17.8273,-1.0316,6.399,49.2406,14.0769,32.4462,8.722,0.8129,0.4986,11.4627,1.1463,0.40021,1.041,
206,2,40,46451,26.8425,20.7262,-2.6713,5.5821,50.9331,16.741,32.1571,8.5386,0.73317,0.17962,8.0962,0.80962,0.40864,1.8652,
206,2,41,46601,39.5029,16.4625,-6.5302,5.6235,50.8302,14.3857,26.451,3.9681,0.72485,0.1334,7.3164,0.73164,0.17294,1.2249,
206,2,42,46751,35.607,21.7529,-4.7543,7.2858,48.5727,13.8962,26.753,3.8821,0.76732,-0.38383,6.225,0.6225,0.23945,1.0217,
206,2,43,46901,26.1276,17.4453,-0.36699,5.7191,45.8988,12.3896,27.9225,3.3802,0.69014,-0.57569,5.5107,0.55107,0.20149,1.0223,
206,2,44,47051,24.2428,9.2903,2.1886,5.7908,51.1522,10.4379,28.7661,2.047,0.31661,-0.35139,7.799,0.7799,0.22859,1.0663,
206,2,45,47201,10.2525,20.2413,4.4473,6.6177,47.5536,12.3876,29.8763,3.3197,0.69739,-0.61504,6.7967,0.67967,0.283,1.014,
206,2,46,47351,12.5588,26.2236,1.7639,7.9901,47.2433,15.1834,28.5532,4.5998,0.81088,-0.55088,6.6581,0.66581,0.23203,1.0798,
206,2,47,47501,19.207,25.0722,0.72721,9.3849,52.1542,14.7988,25.9738,5.1686,0.68146,-0.038279,9.3854,0.93854,0.12304,1.024,
206,2,48,47651,2.7203,26.7917,5.5728,9.8274,46.3697,13.999,24.7844,4.887,0.61467,-0.059097,10.928,1.0928,0.12372,1.0028,
206,2,49,47801,9.4068,24.3591,4.6104,7.1813,43.937,12.8531,24.4584,3.1227,0.33456,-0.00071707,10.5755,1.0575,0.23821,1.0012,
206,2,50,47951,27.4799,11.9871,0.7415,4.7307,49.8857,11.7435,24.4017,3.4009,0.23518,0.019376,8.7357,0.87357,0.2091,1.0071,
206,2,51,48101,17.6126,25.818,5.284,8.9663,48.4638,15.1131,25.1042,4.6258,0.64339,0.122,9.506,0.9506,0.20634,1.0227,
206,2,52,48251,10.4038,26.4472,7.5393,10.1021,47.7588,16.9657,27.5983,7.0444,0.61694,0.063681,11.5681,1.1568,0.27708,1.013,
206,2,53,48401,28.2035,25.6331,2.3679,9.6048,52.6393,15.4203,26.304,6.7618,0.5267,-0.30669,9.2883,0.92883,0.3882,1.369,
206,2,54,48551,37.671,19.0282,-2.4609,6.6077,49.8996,14.0301,24.2697,4.5821,0.6011,-0.17739,7.791,0.7791,0.17962,1.0157,
206,2,55,48701,23.6926,22.4361,-0.078261,6.9849,45.1053,12.9004,24.4653,4.8757,0.6474,-0.27282,7.9001,0.79001,0.1805,1.0743,
206,2,56,48851,2.9818,19.3784,-4.2383,14.3445,40.4169,10.5933,34.7426,13.9162,0.64859,-0.38528,5.8309,0.58309,0.15515,3.5374,
206,2,57,49001,-2.1227,28.0523,-4.3161,16.1981,38.7175,13.299,35.7324,13.7342,0.71742,-0.081606,5.329,0.5329,0.075631,1.0627,
206,2,58,49151,5.6486,34.7201,3.5717,10.5553,43.0151,16.7254,24.544,5.505,0.70064,-0.095522,6.5119,0.65119,0.14119,1.0163,
206,2,59,49301,-2.2881,27.5186,6.3173,6.5468,44.2336,14.756,24.041,4.5419,0.6708,-0.41075,7.7904,0.77904,0.12166,1.024,
206,2,60,49451,-24.0459,21.5893,9.2737,4.156,38.6273,14.0636,26.0837,4.6364,0.75882,-0.40359,7.1975,0.71975,0.17611,1.0065,
206,2,61,49601,-4.8729,34.9443,4.2876,6.9176,42.2589,16.2582,24.2475,4.6001,0.7024,-0.69087,5.5387,0.55387,0.17964,1.0119,
206,2,62,49751,12.5788,19.6937,2.0038,5.0815,43.038,14.6719,20.89,4.1082,0.66708,-0.31116,7.7265,0.77265,0.31024,1.0006,
206,2,63,49901,-10.9358,17.555,9.363,8.4355,39.0036,11.147,22.0463,5.4942,0.35274,-0.46052,8.5354,0.85354,0.33026,1.0306,
206,2,64,50051,-9.8012,23.0771,8.8448,10.7736,42.0252,14.9218,25.8996,8.0029,0.7197,-0.068454,6.6474,0.66474,0.3372,1.0437,
206,2,65,50201,-8.3508,23.5461,7.1343,8.8714,38.0906,15.9457,26.4629,7.0873,0.71668,-0.11456,8.9463,0.89463,0.31336,1.0117,
206,2,66,50351,-22.6471,20.2811,8.814,5.956,38.2174,15.2939,24.3377,5.5731,0.19342,-0.16601,10.7171,1.0717,0.11122,1.0061,
206,2,67,50501,-33.1008,18.1205,9.6287,7.0744,38.1503,15.0233,25.6109,5.9826,0.61642,-0.18629,9.77,0.977,0.19256,1.0886,
206,2,68,50651,-19.516,30.6618,2.5884,12.5259,40.8267,15.8023,29.2967,5.5921,0.71159,0.26635,5.443,0.5443,0.41847,1.2918,
206,2,69,50801,-13.2369,31.0512,1.5485,10.9539,44.5766,16.9135,28.7418,5.5148,0.67904,0.076662,2.5403,0.25403,0.14335,1.7389,
206,2,70,50951,-8.9102,28.6469,9.9662,5.1058,46.8533,16.0534,24.2884,3.3611,0.63327,-0.57011,4.9003,0.49003,0.21123,1.3095,
206,2,71,51101,18.2509,30.3005,7.6296,9.3114,50.7988,13.663,24.47,3.8168,0.35989,0.27526,8.5758,0.85758,0.26798,1.018,
206,2,72,51251,8.0151,33.2283,9.8725,10.4404,41.5558,14.5646,25.442,4.0364,0.69579,0.14027,12.0191,1.2019,0.15641,1.0021,
206,2,73,51401,-7.0947,11.4373,8.3392,9.127,38.3233,11.5881,27.2312,7.5781,0.67286,0.013207,12.374,1.2374,0.10298,1.0018,
206,2,74,51551,-3.9372,13.4991,5.9355,8.5083,40.9379,12.8587,27.4473,8.0554,0.37236,-0.040982,11.3573,1.1357,0.085945,1.0039,
206,2,75,51701,6.0106,30.873,6.1326,10.727,42.3998,17.8588,26.4246,5.8831,0.66345,0.0060248,10.1071,1.0107,0.13875,1.0153,
206,2,76,51851,2.2483,32.8348,7.4327,11.2314,41.5268,17.4567,26.2863,5.6908,0.71045,0.039041,8.5644,0.85644,0.071921,1.0315,
206,2,77,52001,-14.9819,18.8931,12.5119,6.1385,38.0885,14.0329,26.1677,5.1038,0.62586,-0.28374,7.5165,0.75165,0.10779,1.0348,
206,2,78,52151,-8.4064,22.3009,11.1597,5.2792,41.3373,17.5006,26.5953,5.0438,0.79952,-0.43248,6.5751,0.65751,0.085581,1.0493,
206,2,79,52301,19.0359,28.2296,3.1243,8.9884,50.5859,19.6532,26.1759,4.1091,0.80067,-0.19491,7.4067,0.74067,0.12621,1.0635,
206,2,80,52451,19.653,31.0688,-0.32457,7.4109,49.8095,19.3387,26.6657,5.653,0.73744,-0.12642,9.0417,0.90417,0.094353,1.0043,
206,2,81,52601,17.1386,28.1545,0.73745,7.3398,49.6387,18.2364,25.5294,5.9956,0.65868,-0.14422,8.7816,0.87816,0.11838,1.0062,
206,2,82,52751,18.9039,24.0062,1.6868,7.7785,51.5757,15.7441,24.422,3.2293,0.4948,0.26348,8.6898,0.86898,0.1001,1.0128,
206,2,83,52901,2.6314,23.2842,7.4525,6.7615,44.3652,16.5887,25.0466,3.3352,0.65936,-0.11075,9.4728,0.94728,0.055033,1.0352,
206,2,84,53051,2.5689,29.2038,8.4189,9.3264,40.5548,18.7442,26.3148,4.6314,0.75906,-0.17945,8.7114,0.87114,0.13628,1.0022,
206,2,85,53201,2.1603,29.5428,7.1961,9.3027,42.7532,18.0407,25.8228,4.7101,0.68911,-0.21734,7.5807,0.75807,0.11564,1.0179,
206,2,86,53351,-19.3965,27.6,10.3899,5.0164,44.3251,15.2042,24.2001,3.4481,0.64768,-0.37044,6.9666,0.69666,0.079782,1.0575,
206,2,87,53501,-28.6733,18.8426,11.6118,4.0295,42.0348,14.9644,23.4739,4.3235,0.58161,-0.48981,7.2822,0.72822,0.15364,1.2918,
206,2,88,53651,-20.2481,20.3851,10.1921,4.7327,39.0552,16.1164,23.5521,4.1452,0.64398,-0.47755,9.1399,0.91399,0.17787,1.0212,
206,2,89,53801,2.6528,38.3934,4.1084,9.5625,43.2764,17.6872,23.5026,4.077,0.67556,-0.2402,7.7556,0.77556,0.35148,1.0384,
206,2,90,53951,5.1195,34.7629,4.5365,10.2459,45.7484,14.9419,23.3064,4.2069,0.57106,-0.11861,4.2289,0.42289,0.30968,1.0866,
206,2,91,54101,-17.3229,20.7048,9.3042,7.0711,40.2615,14.3883,26.1667,6.1204,0.61198,-0.0016966,5.7958,0.57958,0.3077,1.0216,
206,2,92,54251,-3.3418,27.3808,3.9915,7.4369,43.3085,14.7847,27.9978,5.8053,0.59987,0.096018,7.3761,0.73761,0.14405,1.0227,
206,2,93,54401,12.4175,21.9902,-0.55471,6.4237,50.599,13.2237,30.2131,6.652,0.53281,0.33453,6.0896,0.60896,0.12201,1.0458,
206,2,94,54551,1.054,29.7747,1.2444,8.4656,48.5437,16.1506,32.8179,8.7152,0.70582,0.22897,3.7644,0.37644,0.22521,1.3459,
206,2,95,54701,16.0066,36.2348,-2.5842,10.491,51.0341,16.7553,29.7038,8.9214,0.73854,-0.21832,3.767,0.3767,0.22325,1.4437,
206,2,96,54851,35.0978,31.5036,-5.793,9.2278,53.6293,15.0614,24.8853,7.3117,0.66542,-0.33686,5.3139,0.53139,0.086542,1.5315,
206,2,97,55001,-0.078067,40.1027,6.0696,11.1172,40.3292,14.7734,23.5227,6.5656,0.72021,-0.35237,6.1706,0.61706,0.17954,1.0915,
206,2,98,55151,-31.237,11.2839,12.1718,6.8043,32.0714,11.1317,25.1734,4.9029,0.33857,-0.51027,7.9221,0.79221,0.13276,1.1917,
206,2,99,55301,-28.8177,20.3452,6.7476,9.887,36.3228,14.09,28.6743,5.6539,0.60939,-0.15801,6.3341,0.63341,0.27192,1.3787,
206,2,100,55451,0.76001,32.1527,-2.8957,10.1585,48.5377,15.0051,27.6749,6.3352,0.64552,-0.45542,3.569,0.3569,0.2031,1.3316,
206,2,101,55601,18.529,20.8686,-6.8691,6.3527,50.9559,12.0419,25.8192,4.9562,0.29976,-0.31821,3.3645,0.33645,0.11624,1.0999,
206,2,102,55751,24.032,23.057,-7.3287,6.6849,51.5103,13.1392,25.9688,4.0574,0.45596,0.15525,4.1737,0.41737,0.12661,1.1864,
206,2,103,55901,20.1761,30.1299,-5.7279,7.7771,50.9735,15.2379,25.4287,5.0699,0.55252,-0.12381,6.2353,0.62353,0.20967,1.1199,
206,2,104,56051,20.1307,26.3698,-1.3297,5.3772,45.6825,12.7296,23.1897,5.0119,0.43454,-0.60816,7.5138,0.75138,0.099599,1.0182,
206,2,105,56201,34.9178,10.4211,-1.71,5.3913,50.4201,12.1068,25.3723,8.2285,0.46573,-0.13907,6.7566,0.67566,0.16112,1.0592,
206,2,106,56351,31.2042,13.5871,-12.9419,16.2804,52.9482,12.3423,34.8731,14.7688,0.55404,-0.18085,3.6571,0.36571,0.31381,1.1919,
208,1,1,11730,2.3137,31.854,7.3515,9.2879,37.7362,18.7542,32.6311,8.2502,0.6577,0.30768,NaN,NaN,NaN,NaN,
208,1,2,11880,18.9906,10.6181,11.9202,6.6923,44.1553,8.0757,36.2333,8.6431,0.48193,0.33968,NaN,NaN,NaN,NaN,
208,1,3,12030,5.3898,17.077,8.339,4.8855,41.1234,12.1875,33.3271,7.0144,0.4681,0.12913,NaN,NaN,NaN,NaN,
208,1,4,12180,-1.7412,14.4284,12.5288,12.7777,41.6726,13.3179,32.3114,9.7236,0.37561,-0.12787,NaN,NaN,NaN,NaN,
208,1,5,12330,2.2814,13.0989,10.2556,14.7763,46.3658,12.6749,35.5881,12.3079,0.30702,-0.19425,NaN,NaN,NaN,NaN,
208,1,6,12480,4.7576,15.126,-0.77967,10.8788,42.6914,16.2992,30.8727,11.4808,0.29762,-0.28745,NaN,NaN,NaN,NaN,
208,1,7,12630,5.7559,8.9919,-5.1255,11.5209,41.3379,12.675,27.2137,7.4411,0.21626,-0.23085,NaN,NaN,NaN,NaN,
208,1,8,12780,8.4307,9.4909,-6.4414,7.7873,45.439,13.547,27.9896,5.6591,0.47536,0.053401,NaN,NaN,NaN,NaN,
208,1,9,12930,4.8348,11.0672,-3.6861,5.5763,44.7133,13.1989,30.1774,4.057,0.48103,-0.2558,NaN,NaN,NaN,NaN,
208,1,10,13080,-1.9298,10.9128,0.14234,6.2789,41.1743,11.6086,30.1849,6.5222,0.48554,-0.075505,NaN,NaN,NaN,NaN,
208,1,11,13230,4.5977,15.2197,4.1976,6.1358,42.9029,15.7885,27.0473,7.1238,0.51028,-0.11965,NaN,NaN,NaN,NaN,
208,1,12,13380,2.2644,15.9998,3.5422,5.431,42.6806,14.1681,28.2027,6.2039,0.35557,-0.4643,NaN,NaN,NaN,NaN,
208,1,13,13530,-0.13919,12.25,-0.7538,4.7976,40.9209,8.6114,30.1025,4.3514,0.2188,-0.54858,NaN,NaN,NaN,NaN,
208,1,14,13680,6.6788,4.5463,-2.9126,3.2969,45.3306,9.3082,30.034,4.108,0.20715,-0.44346,NaN,NaN,NaN,NaN,
208,1,15,13830,2.6788,7.1237,1.753,5.9908,46.3824,10.624,31.7128,9.0197,0.31931,-0.26357,NaN,NaN,NaN,NaN,
208,1,16,13980,-5.1476,7.4879,6.6173,4.8426,42.0306,9.3939,34.5564,11.1462,0.40197,-0.37901,NaN,NaN,NaN,NaN,
208,1,17,14130,2.3429,13.1843,4.0617,5.8306,42.1068,11.5974,31.6458,11.1485,0.33496,-0.51188,NaN,NaN,NaN,NaN,
208,1,18,14280,12.5022,6.8609,2.7875,4.7058,47.3922,12.9665,28.4145,11.0375,0.14436,-0.3264,NaN,NaN,NaN,NaN,
208,1,19,14430,18.2848,17.7939,5.1576,5.4131,51.5207,15.9822,30.9282,10.73,0.46963,-0.21262,NaN,NaN,NaN,NaN,
208,1,20,14580,17.9644,19.3435,2.0841,6.4011,48.0034,19.1534,32.8208,8.849,0.54551,-0.35999,NaN,NaN,NaN,NaN,
208,1,21,14730,11.2042,9.0524,-2.0825,4.0405,45.9964,15.6837,29.8605,9.373,0.43983,-0.30851,NaN,NaN,NaN,NaN,
208,1,22,14880,12.0776,5.2882,-3.8907,4.4455,47.5575,13.0802,25.7273,7.0553,0.086538,0.074461,NaN,NaN,NaN,NaN,
208,1,23,15030,12.0799,8.6351,-3.7159,6.6054,44.0384,14.5958,25.6532,5.5478,0.20521,-0.471,NaN,NaN,NaN,NaN,
208,1,24,15180,16.9062,12.1084,0.80579,8.839,49.7485,18.333,26.5297,7.1485,0.38814,-0.25126,NaN,NaN,NaN,NaN,
208,1,25,15330,24.7593,16.2384,1.6045,8.1493,56.367,17.5956,26.5163,6.0082,0.46649,0.049672,NaN,NaN,NaN,NaN,
208,1,26,15480,17.1147,17.7445,-1.3532,5.8952,53.9127,16.4368,29.8883,8.7887,0.48554,-0.17068,NaN,NaN,NaN,NaN,
208,1,27,15630,11.0685,12.232,-0.23674,6.6465,52.2795,17.6439,30.7231,9.7743,0.30835,0.026753,NaN,NaN,NaN,NaN,
208,1,28,15780,8.9245,13.1664,-5.3655,9.5249,45.935,17.2609,27.2707,6.6739,0.47721,0.17062,NaN,NaN,NaN,NaN,
208,1,29,15930,5.9804,6.0562,-10.3281,6.2757,42.7894,10.4321,26.8242,5.0686,0.36408,-0.068357,NaN,NaN,NaN,NaN,
208,1,30,16080,8.3637,6.8423,-7.5279,8.0896,44.2726,11.5383,27.3027,5.4982,0.53568,-0.35067,NaN,NaN,NaN,NaN,
208,1,31,16230,4.8756,19.2124,-7.4632,8.8741,40.5122,16.2967,27.3749,4.8366,0.57634,-0.27789,NaN,NaN,NaN,NaN,
208,1,32,16380,-1.7386,29.5043,-8.8705,8.0136,39.9516,19.6073,27.6203,3.3603,0.70966,-0.57904,NaN,NaN,NaN,NaN,
208,1,33,16530,7.9027,27.1798,-4.3248,9.3814,47.2763,19.7468,28.7396,8.9607,0.71193,-0.1865,NaN,NaN,NaN,NaN,
208,1,34,16680,17.722,6.2466,2.2746,11.8702,50.9245,14.2782,28.8253,11.2809,0.38804,-0.26638,NaN,NaN,NaN,NaN,
208,1,35,16830,13.8388,3.6058,-2.2107,12.1339,48.9872,10.5023,27.6737,7.9921,0.39484,-0.23245,NaN,NaN,NaN,NaN,
208,1,36,16980,13.772,3.6397,-9.3107,3.0788,51.3577,9.369,26.1277,4.0145,0.29901,-0.082924,NaN,NaN,NaN,NaN,
208,1,37,17130,20.5119,11.2751,-7.3793,5.5378,54.8776,16.3565,27.1871,4.8051,0.45477,0.31781,NaN,NaN,NaN,NaN,
208,1,38,17280,23.3178,10.607,-4.7343,5.1221,55.2487,18.3109,27.8422,3.8314,0.42429,0.26915,NaN,NaN,NaN,NaN,
208,1,39,17430,16.6364,8.4333,-5.297,4.2114,49.5539,16.4882,27.0403,3.9523,0.44016,0.039476,NaN,NaN,NaN,NaN,
208,1,40,17580,16.1152,11.6554,-2.7232,7.3261,47.6462,16.6999,28.5641,7.0974,0.44807,0.010433,NaN,NaN,NaN,NaN,
208,1,41,17730,19.5435,9.7954,0.32098,8.358,50.7487,13.7284,29.5406,8.5896,0.29096,0.0097012,NaN,NaN,NaN,NaN,
208,1,42,17880,20.6605,9.3997,4.4817,8.6392,53.3561,13.6827,29.2463,8.3746,0.55694,-0.12503,NaN,NaN,NaN,NaN,
208,1,43,18030,22.9809,13.0056,6.2463,6.7602,54.9658,16.9942,28.6236,7.8715,0.5661,-0.2933,NaN,NaN,NaN,NaN,
208,1,44,18180,25.6158,10.3903,2.3353,5.8348,52.8812,14.6076,26.5634,6.6789,0.37215,-0.3693,NaN,NaN,NaN,NaN,
208,1,45,18330,32.1558,9.7956,5.2869,6.6225,53.0827,13.2489,25.5764,5.3043,0.39351,0.17801,NaN,NaN,NaN,NaN,
208,1,46,18480,30.4133,14.2933,-0.64955,12.1239,51.6275,16.0593,27.5468,4.614,0.39285,0.0022556,NaN,NaN,NaN,NaN,
208,1,47,18630,17.522,11.7935,-9.8507,6.3848,49.5998,15.202,28.4576,4.3002,0.18214,-0.03302,11.7617,1.1762,0.11485,1.0038,
208,1,48,18780,12.423,5.5128,-7.7512,5.7731,52.0181,13.695,27.7335,5.9158,0.22819,-0.13524,11.9196,1.192,0.078565,1.0015,
208,1,49,18930,9.9059,7.1377,-3.0454,10.9653,46.212,12.9874,29.9169,10.072,0.32105,-0.47756,11.414,1.1414,0.061077,1.0014,
208,1,50,19080,13.3127,11.8929,-2.9626,11.6057,47.4897,15.1495,29.1226,9.5727,0.48806,-0.32764,10.6507,1.0651,0.076997,1.0014,
208,1,51,19230,16.5999,9.9871,-8.0036,7.2674,52.6169,14.3122,26.0915,4.1148,0.39477,0.033341,9.7374,0.97374,0.059894,1.0048,
208,1,52,19380,16.4936,6.9228,-7.742,4.6855,53.1899,13.7878,26.4637,3.6623,0.45233,0.14452,9.7458,0.97458,0.065168,1.0148,
208,1,53,19530,19.4162,7.7331,-3.9916,6.3291,55.4315,16.0753,27.9532,6.9781,0.58621,-0.20033,9.5114,0.95114,0.089615,1.004,
208,1,54,19680,20.7602,8.3794,-2.7409,7.2694,55.9455,16.812,30.2346,8.0934,0.59204,-0.535,9.0277,0.90277,0.068337,1.0627,
208,1,55,19830,18.7988,10.4132,-0.26312,9.3407,54.4018,15.8573,31.4943,7.646,0.42517,-0.4304,9.2049,0.92049,0.082284,1.0231,
208,1,56,19980,19.0409,12.8202,7.8027,14.1591,49.5753,13.3903,36.4871,14.9281,0.20588,0.19977,9.3361,0.93361,0.12329,1.0066,
208,2,1,33019,11.2246,4.9669,-0.7066,5.329,48.5729,13.587,27.0874,4.9541,0.49118,0.037456,0.18686,0.018686,0.030056,1,
208,2,2,33169,11.4105,4.2491,2.6308,4.5041,53.1007,12.4638,25.8568,4.5843,-0.024149,-0.13954,0.29857,0.029857,0.030545,2.7723,
208,2,3,33319,8.7471,7.0697,2.5099,4.5452,50.0258,15.8814,26.0613,3.3084,0.27698,-0.30433,0.28374,0.028374,0.030504,1.8385,
208,2,4,33469,6.4867,7.4905,-0.87877,4.2854,44.9689,16.3206,26.4184,4.6247,0.40771,-0.51369,0.32364,0.032364,0.031541,1.0556,
208,2,5,33619,5.7964,8.7459,-5.3836,5.5661,43.8297,13.8318,26.9206,5.4302,0.56329,-0.45835,0.15433,0.015433,0.025293,1,
208,2,6,33769,2.0888,6.9842,-5.1904,5.9525,46.8804,13.0799,27.6556,4.3278,0.30502,-0.20085,0.18239,0.018239,0.030479,1,
208,2,7,33919,7.3829,8.1321,0.14232,4.5452,53.3397,13.99,28.7865,4.9676,0.21213,0.3447,0.38466,0.038466,0.033363,1.287,
208,2,8,34069,13.4239,18.9272,2.923,6.202,50.4754,17.039,30.3247,5.2108,0.41536,0.387,0.32809,0.032809,0.033338,1.2964,
208,2,9,34219,20.0394,25.1859,7.6572,8.9311,50.3179,16.8226,31.2612,6.2588,0.51943,0.31626,0.51295,0.051295,0.041055,2.1519,
208,2,10,34369,14.5819,28.683,7.4594,9.9399,54.8707,14.6201,30.9021,6.7375,0.10247,0.25311,0.54689,0.054689,0.037876,1.4888,
208,2,11,34519,17.8637,26.1059,7.7947,8.094,53.6371,13.7733,32.7609,7.9032,-0.14181,0.36456,0.62395,0.062395,0.037535,1.2428,
208,2,12,34669,8.2936,36.9497,5.7006,9.2822,41.7145,17.3785,32.8335,7.7902,0.67381,0.41481,0.77579,0.077579,0.030386,1.0616,
208,2,13,34819,-9.5946,40.5742,1.8068,9.0447,33.2023,16.0437,29.3185,5.355,0.6218,0.29313,0.68038,0.068038,0.030782,2.272,
208,2,14,34969,-0.087378,39.9371,4.4822,7.3726,39.2226,16.326,27.2577,4.6689,0.52617,0.15318,0.93914,0.093914,0.032437,1.1127,
208,2,15,35119,9.9703,30.1019,5.7328,6.8438,45.9424,12.7504,26.5608,3.3395,0.37181,0.10076,1.4035,0.14035,0.041728,1.0242,
208,2,16,35269,21.6878,16.1511,8.2414,9.2265,48.8349,6.9789,27.5334,4.4636,-0.31071,-0.41218,1.746,0.1746,0.027564,1.0103,
208,2,17,35419,13.953,25.2107,5.5369,11.0806,45.6737,13.2095,29.72,5.649,0.42184,-0.017826,1.7974,0.17974,0.039151,1.0313,
208,2,18,35569,9.6103,27.2374,3.5525,10.2,42.5285,14.5045,29.5484,6.0905,0.46459,0.35251,2.1212,0.21212,0.066214,1.0352,
208,2,19,35719,14.9216,19.8122,6.2638,9.506,43.4272,11.7249,26.5476,6.9109,0.31968,0.069338,2.5943,0.25943,0.070742,1.018,
208,2,20,35869,11.4143,19.4741,4.6218,6.8947,46.0133,14.2027,26.2632,5.8413,0.59182,-0.090778,3.4001,0.34001,0.096745,1.0059,
208,2,21,36019,4.4418,28.238,1.7586,5.1907,45.3213,15.6391,26.9822,5.9739,0.54749,0.40703,5.2133,0.52133,0.15235,1.04,
208,2,22,36169,16.823,34.2987,1.3275,6.8006,49.4903,15.0906,26.747,6.7747,0.5458,0.23768,4.3717,0.43717,0.2203,1.4501,
208,2,23,36319,23.7584,22.8578,0.36592,6.5305,50.4327,11.4594,28.3005,5.2294,0.53601,-0.19111,2.4183,0.24183,0.040318,1.3221,
208,2,24,36469,25.7901,18.7425,5.762,9.1127,46.358,10.0281,30.0231,6.8836,0.506,-0.060393,1.9505,0.19505,0.059428,1.0144,
208,2,25,36619,30.4272,30.0519,9.1898,9.6169,46.6775,16.4232,29.0099,7.1103,0.5527,0.23203,1.2821,0.12821,0.045207,1.067,
208,2,26,36769,14.1854,28.6664,2.8838,10.4279,45.4904,15.2797,28.1769,6.0605,0.46157,0.2529,1.4054,0.14054,0.083796,1.2336,
208,2,27,36919,12.7539,18.3614,1.3595,8.3784,46.8701,15.9588,29.3749,6.3936,0.51285,-0.047008,1.2883,0.12883,0.081095,1.1769,
208,2,28,37069,16.5249,16.4614,5.1391,8.7406,42.7326,16.577,30.4779,9.8784,0.56599,-0.069818,1.0339,0.10339,0.024867,1.049,
208,2,29,37219,17.5249,11.0682,8.6785,7.9973,42.4795,12.3025,29.7608,9.9122,0.32564,-0.051848,1.0704,0.10704,0.025074,1.0358,
208,2,30,37369,11.7417,22.1498,10.7101,8.5152,41.0394,15.125,30.1383,5.2632,0.66119,-0.52204,1.1395,0.11395,0.038359,1.1147,
208,2,31,37519,-7.6399,22.2187,4.5672,10.8631,27.589,11.8732,37.712,7.6676,0.79854,-0.54521,1.5794,0.15794,0.061134,1.077,
208,2,32,37669,5.5399,29.6319,2.8688,9.1206,38.8638,23.8036,44.6235,12.6262,0.84817,0.074358,1.7164,0.17164,0.057729,1.043,
208,2,33,37819,23.453,19.4059,4.1729,8.9279,51.3836,17.2208,37.4098,16.7473,0.57176,0.12259,1.391,0.1391,0.044968,1.0159,
208,2,34,37969,21.4898,9.9791,-0.06167,5.9625,49.6089,10.0919,28.376,8.4639,0.0049943,0.033959,1.0486,0.10486,0.028178,1.0023,
208,2,35,38119,20.5634,14.3867,1.7487,5.7959,51.2513,10.636,27.0562,4.2805,0.37248,0.40024,0.84726,0.084726,0.020789,1.0132,
208,2,36,38269,29.4753,19.6331,9.455,7.8637,54.111,12.9209,27.5544,4.2422,0.59406,0.57761,0.69533,0.069533,0.032648,1.2264,
208,2,37,38419,24.136,28.7344,16.6524,5.2299,50.5044,16.925,32.3038,8.4829,0.77745,-0.28591,0.61167,0.061167,0.030039,1.2647,
208,2,38,38569,12.5329,31.5327,12.923,8.9637,43.6924,15.4154,29.4719,9.7817,0.67504,-0.16359,0.83052,0.083052,0.029807,1.6775,
208,2,39,38719,18.2197,38.6233,11.2512,8.8577,45.502,14.8863,26.4078,7.2055,0.45319,-0.26334,0.92571,0.092571,0.023081,1.3006,
208,2,40,38869,26.6341,34.4782,7.6703,11.2377,44.4404,15.1436,28.5397,6.8068,0.21724,-0.38656,0.8007,0.08007,0.015815,1.1022,
