1.8945,5.2101
3.0489,4.9962
4.2009,4.8072
5.0041,4.6742
5.2132,4.5854
5.3123,4.4764
5.3507,4.2049
5.385,3.5493
5.0926,2.1961
-2.615,0.28585
2.1042,-2.3015
-2.8938,-4.8946
-7.9671,-7.3667
-5.3308,-9.6507
-15.317,-11.309
-14.094,-12.48
-12.293,-13.169
-10.952,-13.261
-10.018,-12.834
-9.4191,-11.854
-7.1456,-10.578
-3.2808,-9.1093
0.5961,-7.5053
4.2283,-6.1522
5.5657,-5.0301
4.7128,-4.1155
3.5031,-3.5089
2.4017,-3.0432
2.6231,-2.7199
3.5567,-2.469
4.6297,-2.2775
5.9083,-2.1801
6.0446,-2.1603
5.6994,-2.2178
5.4275,-2.3337
5.1751,-2.496
4.9944,-2.6995
4.8116,-2.897
4.9451,-3.1013
5.0163,-3.3363
5.0896,-3.5656
5.1348,-3.7935
4.8902,-4.0193
4.6617,-4.1925
4.4015,-4.3191
4.153,-4.4134
3.8689,-4.4953
-9.0229,-4.6258
NaN,-4.8251
NaN,-5.1079
-3.944,-5.4635
-4.3948,-5.7764
-4.9205,-6.0336
7.1135,-6.2546
1.1944,-6.4326
0.91787,-6.5936
0.76668,-6.7318
0.66292,-6.8046
0.60924,-6.8137
0.57594,-6.7666
0.72595,-6.7083
1.0042,-6.6995
1.2928,-6.8372
1.6113,-7.1695
1.7626,-7.7541
1.864,-8.4295
1.9848,-9.1165
2.1725,-9.7685
2.3573,-10.264
2.4964,-10.7
2.4508,-11.201
1.8589,-11.75
1.3047,-12.337
0.74452,-12.889
0.35997,-13.257
0.49373,-13.519
0.66789,-13.803
0.80738,-14.154
0.99329,-14.588
8.1465,-15.053
17.229,-15.381
NaN,-15.573
NaN,-15.697
16.621,-15.849
16.023,-16.117
7.6766,-16.416
-0.44889,-16.663
-0.15273,-16.77
0.10779,-16.665
0.26035,-16.354
0.29661,-15.873
0.23314,-15.475
0.12454,-15.319
0.055287,-15.476
0.052204,-15.749
0.086141,-15.874
0.10627,-15.65
0.045408,-15.102
-0.11912,-14.331
-0.32752,-13.387
-0.54194,-12.481
-0.72947,-11.49
-0.882,-10.56
-1.0486,-9.6493
-1.211,-8.7512
-1.3935,-8.0367
-1.1027,-7.4333
-0.64755,-6.8651
-0.16381,-6.4091
0.3519,-6.1202
0.36558,-6.2052
0.24962,-6.8162
0.11771,-7.9446
-0.025049,-9.5459
-0.88031,-11.174
NaN,-12.82
NaN,-14.505
NaN,-15.81
NaN,-16.668
-2.6055,-17.009
-4.1327,-16.896
-5.5576,-16.572
-6.0545,-16.339
-5.5488,-16.388
-5.1864,-16.944
-5.8304,-17.984
-8.3394,-19.418
-10.831,-21.107
-13.165,-22.464
-14.339,-23.35
-13.509,-23.639
-12.711,-23.287
-12.188,-22.451
-11.69,-21.313
-8.7113,-20.41
-4.1178,-19.904
0.27718,-19.781
4.3895,-19.825
5.7255,-19.779
4.9989,-19.504
4.2324,-19.094
3.5086,-18.656
2.8173,-18.358
3.1907,-18.149
3.594,-17.901
3.9761,-17.541
4.3391,-17.052
3.5827,-16.536
2.866,-16.279
2.144,-16.396
1.4873,-16.958
7.4913,-17.697
2.2441,-18.318
-4.6,-18.578
-6.3185,-18.467
-14.687,-18.271
-11.549,-18.21
-6.395,-18.288
-6.4081,-18.33
-6.4087,-18.196
-6.3294,-17.908
-6.1564,-17.55
-5.9096,-17.282
-5.6368,-17.108
-5.1318,-17.004
-3.5896,-16.98
-1.9974,-17.05
-0.40011,-17.239
0.96219,-17.448
1.258,-17.562
1.4528,-17.438
1.6061,-17.006
1.6796,-16.285
1.6713,-15.395
1.572,-14.806
1.3957,-14.735
1.3403,-15.252
1.2618,-16.002
1.2272,-16.697
1.2312,-17.029
1.0959,-17.078
0.99166,-16.988
0.85441,-16.923
0.64916,-16.911
-0.42958,-16.886
-1.3588,-16.77
-2.2278,-16.536
-3.0353,-16.21
-2.9077,-15.965
-2.8981,-15.925
-2.9476,-16.248
-2.9843,-16.908
-3.0571,-17.758
-3.1255,-18.548
-3.2108,-18.93
-3.3113,-18.991
-3.3783,-18.945
-4.3185,-18.978
-5.1998,-19.071
-5.9918,-19.043
-6.6917,-18.782
-6.3995,-18.257
-6.0629,-17.646
-5.7675,-17.042
-5.476,-16.514
-5.2313,-16.177
-5.0205,-15.954
-4.8327,-15.767
-4.752,-15.598
-4.8044,-15.446
-4.9599,-15.362
-4.8282,-15.387
-4.7427,-15.448
-4.6318,-15.392
-4.4279,-15.069
-4.5764,-14.298
-4.7188,-13.136
-4.9043,-11.629
-5.2166,-9.8697
-4.5031,-8.3557
-1.9056,-7.0842
0.95431,-5.9883
3.577,-5.1658
4.9139,-4.4979
4.1834,-3.9794
3.0847,-3.7271
2.2106,-3.6918
1.573,-3.8159
1.1519,-3.9783
7.5238,-4.1274
NaN,-4.2979
NaN,-4.5267
5.2444,-4.8681
3.2569,-5.2357
1.4374,-5.6242
-6.8412,-6.0742
-6.5414,-6.4879
-6.3543,-6.7631
-6.2791,-6.7333
-6.2023,-6.3786
-6.0811,-5.8564
-5.9368,-5.3107
-5.0446,-4.8675
-3.5261,-4.3963
-2.1111,-3.7584
-0.72756,-3.0564
-0.034132,-2.355
0.054415,-1.7479
0.30056,-1.4187
0.64527,-1.3548
1.0593,-1.5676
1.5076,-1.9442
1.9624,-2.3783
2.2667,-2.6468
0.99289,-2.7066
-0.4282,-2.5946
-1.8441,-2.4452
-3.1736,-2.287
-3.0847,-1.9937
-2.9373,-1.4917
-2.8934,-0.83078
-2.8822,-0.24672
-2.8482,-0.12661
-1.7584,-0.49576
0.061089,-1.2336
1.897,-1.9064
3.7246,-2.3061
4.3885,-2.3485
4.1428,-2.1496
3.7577,-1.9254
3.245,-1.8131
2.6525,-1.8315
2.8008,-1.8659
3.0532,-1.7929
3.3896,-1.5707
3.7924,-1.2162
3.495,-0.89476
3.1978,-0.70465
2.9432,-0.75476
1.4569,-1.0638
-0.34078,-1.5317
-2.1347,-2.0162
-3.8911,-2.31
-4.3102,-2.451
-4.2438,-2.5481
-4.0512,-2.6896
-5.0311,-2.8914
-6.6519,-3.0998
-8.2105,-3.2122
-9.6796,-3.2312
-9.7013,-3.1953
-8.8285,-3.161
-8.5597,-3.1765
-8.4128,-3.2793
-8.2104,-3.5076
-7.9918,-3.9391
-7.0766,-4.526
-6.0944,-5.2328
-5.2019,-5.9625
-4.4078,-6.44
-3.6808,-6.6489
-2.9902,-6.6272
-2.4075,-6.479
-1.4818,-6.2913
-0.74375,-6.1376
-0.12967,-6.1397
0.4143,-6.3413
0.4454,-6.7423
0.43425,-7.1633
0.3507,-7.5165
0.15771,-7.6823
-0.12117,-7.7283
-0.41076,-7.7624
-0.80897,-7.88
-1.1852,-8.1036
-1.575,-8.3912
-1.9764,-8.5909
-2.2808,-8.649
-2.6028,-8.5706
-2.9178,-8.481
-3.1309,-8.5127
-2.6353,-8.7591
-2.0881,-9.1193
-1.5153,-9.419
-1.0363,-9.4607
-1.2415,-9.2029
-1.434,-8.7887
-1.625,-8.4918
-1.7482,-8.3569
-1.9815,-8.2841
-2.6636,-8.1115
-3.2732,-7.7424
-3.8111,-7.1678
-4.1012,-6.5922
-3.821,-6.0833
-3.4891,-5.6589
-3.1423,-5.3723
-2.8032,-5.1643
-2.4904,-5.0042
-2.1725,-4.8974
-1.9884,-4.8147
-2.0091,-4.736
-2.0629,-4.6697
-2.1272,-4.6208
-2.0925,-4.5781
-1.8671,-4.4746
-1.6142,-4.1983
-1.3763,-3.8286
-1.1476,-3.5537
-0.97344,-3.6066
-0.88196,-4.0017
-0.87948,-4.516
-0.96742,-4.8709
-1.0086,-4.8208
-1.1471,-4.4101
-1.3734,-3.7474
-1.6789,-3.1442
-2.1358,-2.7005
-2.2664,-2.4425
-1.5994,-2.3456
-0.89766,-2.2864
-0.20804,-2.194
0.15211,-2.1056
-0.22227,-2.1184
-0.54126,-2.346
-0.78093,-2.846
-0.95772,-3.6445
-1.1376,-4.4381
-1.3261,-5.0116
-1.5733,-5.1816
-1.9199,-4.9658
-2.3036,-4.5956
-2.6833,-4.241
-3.0376,-4.0061
-3.7116,-3.76
-4.4485,-3.3068
-5.1074,-2.6261
-5.6193,-1.739
-5.5977,-0.68903
-5.3646,0.22662
-5.1055,0.93965
-4.8858,1.3385
-4.6827,1.3066
-4.4654,0.91338
-4.3993,0.40115
-4.3814,-0.05666
-4.3268,-0.37374
-4.2223,-0.50988
-3.908,-0.536
-3.4929,-0.44492
-3.073,-0.21661
-2.6709,0.1328
-2.3441,0.50767
-2.1,0.66988
-2.0357,0.50438
-2.0872,-0.05459
-2.1663,-0.76023
-2.2642,-1.4006
-2.3202,-1.8337
-2.4148,-2.0306
-2.5625,-2.2206
-2.75,-2.6216
-2.9347,-3.2005
-4.0053,-3.8734
-5.7618,-4.3402
-7.4442,-4.5711
-9.0639,-4.6612
-9.5272,-4.8086
-9.2323,-5.2041
-8.9683,-5.9975
-8.7216,-7.0158
-8.5351,-8.0994
-8.2628,-9.0121
-7.9783,-9.4183
-7.7145,-9.4496
-7.4805,-9.3457
-7.2687,-9.363
-7.5512,-9.5392
-7.9316,-9.7775
-8.3211,-9.8967
-8.7132,-9.8631
-8.6143,-9.7476
-8.3864,-9.6489
-8.1004,-9.6346
-7.779,-9.7223
-7.4417,-9.8807
-7.0917,-10.074
-6.762,-10.22
-6.0551,-10.298
-5.3003,-10.288
-4.6138,-10.187
-3.9543,-10.015
-3.7189,-9.768
-3.572,-9.4356
-2.9108,-8.9051
-2.0612,-8.0365
-1.1871,-7.0431
-0.34037,-6.128
-0.10274,-5.5314
-0.16765,-5.4092
-0.35657,-5.5544
-0.66854,-5.6829
-0.98497,-5.6224
-1.3386,-5.3271
-1.9094,-4.9741
-2.4642,-4.709
-3.0275,-4.6011
-3.5503,-4.6103
-3.8637,-4.6226
-4.1167,-4.5986
-4.288,-4.6349
-4.384,-4.8932
-4.3943,-5.5504
-5.0305,-6.4976
-6.455,-7.6419
-7.7285,-8.8912
-8.8279,-9.8479
-9.1281,-10.439
-8.5446,-10.525
-8.1208,-10.33
-7.9099,-10.133
-7.8331,-10.191
-7.819,-10.478
-7.81,-10.798
-7.7269,-10.831
-7.5449,-10.494
-7.2053,-9.8397
-6.7062,-9.1913
-6.1948,-8.699
-5.7521,-8.4631
-5.419,-8.5333
-5.2502,-8.8046
-5.2209,-9.1319
-5.231,-9.2526
-5.1962,-9.0494
-4.2511,-8.4467
-3.1599,-7.6155
-2.1074,-6.547
-1.26,-5.5015
-1.436,-4.5536
-1.7796,-3.8513
-2.1181,-3.5967
-1.9388,-3.6235
-1.2533,-3.6879
-0.51608,-3.5434
0.20885,-3.1352
0.446,-2.5375
0.18366,-2.0464
-0.15254,-1.7562
-0.49681,-1.6696
-0.82101,-1.6908
-1.2234,-1.6942
-2.6284,-1.6398
-4.0038,-1.6095
-5.3267,-1.7495
-6.432,-2.1573
-6.3711,-2.8546
-6.1884,-3.8357
-5.9115,-4.841
-5.6224,-5.8525
-5.3385,-6.8925
-5.0937,-7.7917
-5.0415,-8.6563
6.3265,-9.613
17.019,-10.539
16.931,-11.415
17.349,-12.113
4.6347,-12.37
-4.56,-12.223
-3.9353,-11.78
-3.3964,-11.345
-2.891,-11.079
-2.4937,-11.075
-2.1937,-11.325
-1.9158,-11.787
-1.6933,-12.274
-1.4352,-12.662
-1.0981,-12.781
-0.77736,-12.515
-0.75009,-11.912
-0.89478,-11.005
-1.1702,-10.034
-1.6282,-9.0255
-1.9303,-8.0539
-2.294,-7.4706
-2.816,-7.3186
-3.3999,-7.5061
-3.9801,-7.6896
-4.5275,-7.5888
-5.051,-7.0347
-5.3027,-6.2077
-3.9834,-5.3059
-2.0321,-4.4923
-0.088209,-3.9964
1.6063,-3.7327
1.6924,-3.6677
1.1017,-3.718
0.52395,-3.8879
-0.0023971,-4.1708
-0.41409,-4.5713
-0.65143,-5.091
-0.88391,-5.6228
-2.2446,-6.1702
-3.6959,-6.6855
-5.1514,-6.9808
-6.468,-7.0651
-6.5002,-7.0634
-6.3246,-7.2148
-6.1172,-7.6545
-6.0345,-8.3405
-6.6329,-8.8641
-7.2908,-8.9776
-7.6648,-8.6136
-7.7517,-7.9942
-6.8358,-7.3502
-5.7548,-6.9911
-4.9368,-6.9668
-4.1807,-7.3389
-3.5711,-8.0023
-2.9813,-8.8254
-2.4488,-9.6177
-1.966,-10.012
-1.5419,-9.9638
-1.3421,-9.4972
-1.3116,-8.8678
-1.2837,-8.2344
-1.3634,-7.7138
-1.3863,-7.5104
-1.3552,-7.6267
-1.4559,-7.9796
-1.6304,-8.2655
-1.8923,-8.2965
-2.2109,-8.0499
-2.568,-7.7079
-2.9164,-7.4991
-4.0866,-7.6068
-5.8571,-7.9828
-7.5914,-8.519
-9.2449,-8.9676
-9.942,-9.2851
